message_id,category,seed_id,branch_id_list,generation,audio
307,glass,34,[52],2,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/307.wav
308,tear,38,[0],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/308.wav
309,zipper,48,[76],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/309.wav
310,water,42,[65],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/310.wav
311,tear,41,[9],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/311.wav
312,water,44,[51],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/312.wav
313,zipper,49,[23],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/313.wav
314,glass,36,"[40, 82]",2,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/314.wav
315,water,42,"[45, 75]",3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/315.wav
316,tear,40,[1],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/316.wav
317,glass,35,[44],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/317.wav
318,zipper,46,"[10, 36]",4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/318.wav
319,tear,40,[28],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/319.wav
320,tear,40,[7],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/320.wav
321,glass,34,[27],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/321.wav
322,zipper,46,[31],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/322.wav
323,water,44,[47],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/323.wav
324,glass,35,[85],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/324.wav
325,zipper,48,[34],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/325.wav
326,water,43,[64],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/326.wav
327,water,43,"[41, 78]",3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/327.wav
328,tear,40,[3],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/328.wav
329,glass,36,[53],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/329.wav
330,zipper,49,[16],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/330.wav
331,glass,37,[81],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/331.wav
332,zipper,48,[63],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/332.wav
333,water,44,[86],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/333.wav
334,tear,39,[77],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/334.wav
335,tear,39,[18],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/335.wav
336,glass,36,"[40, 82]",3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/336.wav
337,water,45,"[49, 67]",3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/337.wav
338,zipper,47,[30],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/338.wav
339,tear,38,[4],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/339.wav
340,water,44,"[39, 66]",3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/340.wav
341,glass,37,[80],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/341.wav
342,zipper,47,"[32, 62]",4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/342.wav
343,water,44,[68],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/343.wav
344,glass,37,[25],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/344.wav
345,zipper,48,"[14, 61]",4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/345.wav
346,tear,41,[20],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/346.wav
347,water,45,[71],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/347.wav
348,glass,34,[52],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/348.wav
349,tear,41,[15],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/349.wav
350,zipper,49,[24],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/350.wav
351,water,42,[58],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/351.wav
352,zipper,48,[12],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/352.wav
353,water,43,[59],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/353.wav
354,tear,41,"[13, 35]",4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/354.wav
355,glass,37,[42],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/355.wav
356,tear,40,[21],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/356.wav
357,zipper,46,[8],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/357.wav
358,glass,36,[22],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/358.wav
359,water,42,[72],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/359.wav
360,zipper,49,"[17, 37]",5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/360.wav
361,glass,35,[56],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/361.wav
362,tear,41,[9],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/362.wav
363,water,44,"[39, 66]",4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/363.wav
364,water,42,"[45, 75]",4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/364.wav
365,glass,34,[48],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/365.wav
366,zipper,47,[33],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/366.wav
367,tear,41,"[13, 35]",5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/367.wav
368,glass,34,[54],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/368.wav
369,water,42,[65],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/369.wav
370,tear,39,[2],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/370.wav
371,zipper,46,"[10, 36]",5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/371.wav
372,water,44,[68],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/372.wav
373,tear,40,[3],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/373.wav
374,zipper,49,[24],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/374.wav
375,water,42,"[50, 69]",4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/375.wav
376,tear,40,[1],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/376.wav
377,zipper,47,[30],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/377.wav
378,glass,35,[79],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/378.wav
379,glass,35,[38],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/379.wav
380,zipper,48,[34],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/380.wav
381,water,44,[51],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/381.wav
382,tear,41,[15],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/382.wav
383,glass,36,[53],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/383.wav
384,glass,37,[25],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/384.wav
385,tear,40,[28],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/385.wav
386,water,44,[43],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/386.wav
387,zipper,46,[26],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/387.wav
388,glass,35,[46],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/388.wav
389,water,44,[47],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/389.wav
390,tear,39,[19],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/390.wav
391,zipper,49,[23],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/391.wav
392,zipper,46,[31],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/392.wav
393,water,43,[64],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/393.wav
394,tear,38,[0],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/394.wav
395,tear,38,[60],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/395.wav
396,glass,35,[46],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/396.wav
397,water,45,[74],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/397.wav
398,tear,38,[4],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/398.wav
399,glass,37,[42],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/399.wav
400,zipper,48,[61],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/400.wav
401,zipper,47,[62],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/401.wav
402,water,43,[78],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/402.wav
403,water,43,[70],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/403.wav
404,glass,35,[79],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/404.wav
405,glass,35,[44],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/405.wav
406,glass,35,[38],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/406.wav
407,tear,38,[11],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/407.wav
408,tear,40,[7],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/408.wav
409,zipper,49,[16],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/409.wav
410,water,45,"[49, 67]",4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/410.wav
411,glass,36,[22],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/411.wav
412,zipper,48,[63],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/412.wav
413,tear,40,[21],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/413.wav
414,water,45,[73],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/414.wav
415,zipper,47,[29],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/415.wav
416,glass,37,[80],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/416.wav
417,tear,41,[20],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/417.wav
418,zipper,48,[12],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/418.wav
419,water,43,[64],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/419.wav
420,tear,39,[18],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/420.wav
421,water,42,[65],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/421.wav
422,zipper,48,[6],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/422.wav
423,glass,35,[56],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/423.wav
424,tear,40,[1],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/424.wav
425,tear,40,[28],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/425.wav
426,zipper,47,[29],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/426.wav
427,glass,34,[27],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/427.wav
428,water,44,[66],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/428.wav
429,glass,34,[48],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/429.wav
430,zipper,49,[24],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/430.wav
431,glass,37,[81],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/431.wav
432,water,45,[67],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/432.wav
433,tear,40,[21],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/433.wav
434,glass,36,[82],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/434.wav
435,zipper,49,[23],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/435.wav
436,tear,38,[5],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/436.wav
437,water,44,[47],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/437.wav
438,glass,34,[54],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/438.wav
439,tear,41,[15],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/439.wav
440,zipper,48,[14],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/440.wav
441,water,43,[41],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/441.wav
442,water,45,[49],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/442.wav
443,zipper,47,[32],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/443.wav
444,tear,39,[19],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/444.wav
445,glass,36,[40],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/445.wav
446,zipper,47,[30],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/446.wav
447,tear,38,[11],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/447.wav
448,water,44,[68],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/448.wav
449,glass,34,[52],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/449.wav
450,tear,40,[3],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/450.wav
451,water,42,[69],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/451.wav
452,glass,36,[40],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/452.wav
453,zipper,46,[31],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/453.wav
454,tear,41,[20],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/454.wav
455,water,43,[70],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/455.wav
456,zipper,46,[8],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/456.wav
457,glass,36,[53],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/457.wav
458,tear,38,[0],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/458.wav
459,water,43,[59],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/459.wav
460,glass,35,[56],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/460.wav
461,zipper,47,[32],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/461.wav
462,zipper,48,[6],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/462.wav
463,tear,41,[9],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/463.wav
464,glass,35,[46],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/464.wav
465,water,43,[41],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/465.wav
466,water,45,[71],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/466.wav
467,tear,38,[4],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/467.wav
468,zipper,47,[33],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/468.wav
469,glass,37,[25],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/469.wav
470,water,42,[45],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/470.wav
471,glass,34,[27],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/471.wav
472,tear,39,[2],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/472.wav
473,zipper,48,[34],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/473.wav
474,tear,41,[35],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/474.wav
475,glass,34,[52],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/475.wav
476,water,44,[51],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/476.wav
477,zipper,48,[12],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/477.wav
478,zipper,46,[36],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/478.wav
479,water,42,[72],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/479.wav
480,glass,35,[44],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/480.wav
481,tear,38,[5],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/481.wav
482,tear,40,[7],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/482.wav
483,glass,34,[48],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/483.wav
484,zipper,49,[16],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/484.wav
485,water,42,[58],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/485.wav
486,tear,39,[18],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/486.wav
487,water,45,[73],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/487.wav
488,zipper,46,[26],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/488.wav
489,glass,34,[54],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/489.wav
490,tear,38,[4],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/490.wav
491,glass,36,[22],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/491.wav
492,water,44,[43],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/492.wav
493,zipper,49,[37],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/493.wav
494,zipper,48,[14],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/494.wav
495,tear,38,[5],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/495.wav
496,glass,35,[38],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/496.wav
497,water,45,[74],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/497.wav
498,glass,37,[42],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/498.wav
499,zipper,48,[6],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/499.wav
500,tear,40,[7],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/500.wav
501,water,44,[39],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/501.wav
502,glass,35,[38],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/502.wav
503,tear,41,[13],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/503.wav
504,water,42,[50],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/504.wav
505,zipper,49,[17],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/505.wav
506,water,44,[39],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/506.wav
507,tear,38,[0],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/507.wav
508,zipper,46,[10],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/508.wav
509,glass,36,[40],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/509.wav
510,tear,39,[2],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/510.wav
511,water,43,[41],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/511.wav
512,zipper,46,[8],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/512.wav
513,glass,37,[42],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/513.wav
514,tear,41,[9],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/514.wav
515,water,44,[43],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/515.wav
516,glass,35,[44],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/516.wav
517,zipper,46,[10],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/517.wav
518,water,42,[45],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/518.wav
519,tear,38,[11],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/519.wav
520,glass,35,[46],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/520.wav
521,zipper,48,[12],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/521.wav
522,tear,41,[13],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/522.wav
523,water,44,[47],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/523.wav
524,glass,34,[48],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/524.wav
525,zipper,48,[14],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/525.wav
526,water,45,[49],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/526.wav
527,tear,41,[15],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/527.wav
528,zipper,49,[16],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/528.wav
529,glass,37,[25],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/529.wav
530,tear,40,[3],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/530.wav
531,water,42,[50],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/531.wav
532,zipper,49,[17],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/532.wav
533,glass,34,[27],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/533.wav
534,water,44,[51],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/534.wav
535,tear,40,[1],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/535.wav
536,water,44,[57],2,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/536.wav
537,tear,39,[18],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/537.wav
538,glass,34,[52],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/538.wav
539,zipper,47,[55],2,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/539.wav
540,zipper,47,[55],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/540.wav
541,water,44,[57],3,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/541.wav
542,glass,36,[53],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/542.wav
543,tear,39,[19],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/543.wav
544,glass,34,[54],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/544.wav
545,water,44,[57],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/545.wav
546,tear,41,[20],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/546.wav
547,zipper,47,[55],4,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/547.wav
548,zipper,47,[55],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/548.wav
549,glass,36,[22],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/549.wav
550,tear,40,[21],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/550.wav
551,water,44,[57],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/551.wav
552,tear,38,[0],8,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/552.wav
553,zipper,47,[55],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/553.wav
554,glass,35,[56],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/554.wav
555,water,42,[75],5,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/555.wav
556,glass,36,[22],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/556.wav
557,zipper,49,[23],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/557.wav
558,water,44,[57],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/558.wav
559,tear,40,[1],8,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/559.wav
560,tear,39,[2],8,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/560.wav
561,zipper,49,[24],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/561.wav
562,glass,37,[25],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/562.wav
563,water,42,[58],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/563.wav
564,water,43,[59],6,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/564.wav
565,zipper,46,[26],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/565.wav
566,glass,34,[27],7,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/566.wav
567,tear,40,[3],8,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/567.wav
